title,Date
豆粕振荡运行豆油受近月拉动,2018-09-05
瑞达期货：成本端支撑松动，PTA期价减仓收跌,2018-09-04
瑞达期货：近月期现回归，带动棕榈期价走高,2018-09-04
南华期货：玻璃关注真实需求的释放,2018-09-04
中投期货：周度投资策略,2018-09-03
月度涨幅达54.6%“封神”的PTA还能走多远？,2018-09-02
铜冠金源期货金属日报,2018-08-31
天然橡胶中期偏弱格局难逆胶价短期难有起色,2018-08-31
南华期货：热卷夜盘横盘振荡,2018-08-31
瑞达期货：鸡蛋期价近强远弱01合约不建议追空,2018-08-31
神华期货：PTA1809合约临近交割月注意逢高止盈,2018-08-31
申银万国期货：主力合约转移沪胶或能换得一息生机,2018-08-30
中投期货：期货市场资金流向汇总,2018-08-29
神华期货：PTA若回调下破10日均线则暂止盈观望为宜,2018-08-29
中投期货：期货市场资金流向汇总,2018-08-28
铜冠金源期货原油日报,2018-08-28
铜冠金源期货金属日报,2018-08-28
棉纱涨停！河南新疆一线主产区机构最新调研来报！,2018-08-28
中投期货：期货市场资金流向汇总,2018-08-27
南华期货：螺纹夜盘窄幅振荡,2018-08-27
中投期货：周度投资策略,2018-08-27
神华期货：建议投资者逢低布局豆粕多单,2018-08-27
海通期货：苹果期货盛筵之后何去何从,2018-08-26
招商期货：习惯暴涨暴跌的焦炭又在做什么,2018-08-24
全球市场资讯,2018-08-24
全球主要主要数据概览,2018-08-24
全球政经要闻,2018-08-24
国元期货：郑糖或继续维持熊市格局,2018-08-24
神华期货：预计PTA供应在8月大概率维持偏紧态势,2018-08-24
神华期货：橡胶短期反弹关注上方13000有效突破,2018-08-23
中投期货：期货市场资金流向汇总,2018-08-22
北疆调研棉花面积产量双升原油关注今晚EIA库存,2018-08-22
瑞达期货：周转库存下降郑棉再次反弹,2018-08-22
聚丙烯：期货宽幅振荡现货小幅让利,2018-08-21
银河期货：生猪疫情再添波澜长短期猪价分析,2018-08-21
环保加码预期助推黑色延续涨势,2018-08-21
上海原油期货急速下挫，SC1809跌停收场,2018-08-21
南华早讯,2018-08-21
中投期货：商品走势与环保政策及受限产量密切相关,2018-08-20
南华早讯,2018-08-20
COMEX贵金属：新兴市场国家出清黄金头寸，金价破位下跌,2018-08-16
PVC：下游价格上涨传导完成后仍有上冲的可能,2018-08-16
PTA：行情高位振荡,2018-08-16
焦炭：期市大幅震荡现货低位补涨,2018-08-16
方正中期：环保高压下黑色坚挺移仓时期防洗盘,2018-08-16
黄金现低之下还有空间，短多主空顺应趋势,2018-08-16
原油区间震荡供给端扰动市场，沥青、燃料油震荡回落逢低接多为主,2018-08-15
中投期货策略周报（第76期）,2018-08-14
中投期货：期货市场资金流向汇总（8.14）,2018-08-14
南华期货：双焦夜盘震荡偏强,2018-08-14
瑞达期货：鸡蛋现货利多近月期市逢低做多,2018-08-14
钢铁行业频繁限产究竟为哪般？,2018-08-13
招商期货：拿什么拯救你？供给严重过剩的橡胶,2018-08-13
神华期货：建议投资者逢低布局豆粕多单,2018-08-13
方正中期：黑色冲高承压回落或下探支撑区,2018-08-11
股市低开拉涨黑色洗盘维持强势,2018-08-10
中投期货：期货市场资金流向汇总,2018-08-09
2年期国债期货上市在即利率风险管理迎来新成员,2018-08-09
贸易纷争搅动市场，豆二涨停油粕拉升,2018-08-09
中美贸易矛盾深化，国内豆类大幅上涨,2018-08-09
铜冠金源金属日报,2018-08-09
铜冠金源原油日报,2018-08-09
炼焦煤：稳定运行,2018-08-09
黑色冲高承压洗盘将加大,2018-08-09
神华期货：建议逢低布局豆粕多单,2018-08-09
国元期货：多数商品期货收涨苹果、郑醇收涨5%,2018-08-06
中投期货：关注风口上品种的库存和需求的变化,2018-08-06
铜冠金源金属日报,2018-08-03
南华金属日报,2018-08-03
南华早讯（20180803）,2018-08-03
PTA：行业景气度高，多因素助推期价上行,2018-08-03
西部冷库清库中AP901期价窄幅上涨,2018-08-03
瑞达期货：鸡蛋期价继续上涨建议4088逢低试多,2018-08-03
悲观情绪加重股市崩跌黑色高位承压大洗盘,2018-08-02
中投期货：期货市场资金流向汇总,2018-08-02
卓创资讯每日简报,2018-08-02
铜冠金源金属日报,2018-08-02
螺纹钢逼仓拉涨后回落资金集中大幅减仓,2018-08-02
中投期货：期货市场资金流向汇总,2018-08-01
倍特期货：玻璃现货继续以提价刺激市场,2018-08-01
卓创资讯每日简报,2018-07-31
黑色系走势内部或出现结构性分化,2018-07-31
南华期货：焦炭振荡偏强焦煤小幅上涨,2018-07-31
国元期货：商品期货走势分化有色品种多数收跌,2018-07-30
国信期货：套利活跃美豆油走高,2018-07-30
一德期货：PTA“咸鱼翻身”？且行且珍惜,2018-07-27
瑞达期货：蛋价上方存压力止盈建议4160,2018-07-27
神华期货：焦炭重回高位前期空单止损,2018-07-27
神华期货：河南地区甲醇市场重心上移,2018-07-24
中投期货市场观察期货市场资金流向汇总(7.23),2018-07-23
周度策略：注意高位工业品对经济数据的滞后反应,2018-07-23
中投期货市场观察期货市场资金流向汇总(7.20),2018-07-20
螺纹钢强势冲关承压关注多头主动性,2018-07-20
多头切忌慌忙入场，金价回升或昙花一现,2018-07-20
中投期货市场观察:期货市场资金流向汇总(7.18),2018-07-18
黄金失守1236谈何筑底，超跌之后先看反弹,2018-07-18
大越期货：下半年油脂有望震荡走强,2018-07-18
"外矿供应压力缓解,环保抑制烧结需求",2018-07-18
铜冠金源金属日报,2018-07-18
铜冠金源原油日报,2018-07-18
有色金属受经济下行压力影响总体偏弱,2018-07-18
资金持续大幅减仓螺纹钢关口承压大波动,2018-07-18
中投期货市场观察:期货市场资金流向汇总(7.17),2018-07-17
卓创资讯每日简报,2018-07-17
铜冠金源金属日报,2018-07-17
铜冠金源原油日报,2018-07-17
二季度GDP同比增速放缓，大多数期货品种承压,2018-07-17
美国松口伊朗原油出口禁令布油大跌3%,2018-07-17
方正中期：螺纹钢关口承压资金市波动加大,2018-07-16
中投期货市场观察:期货市场资金流向汇总(7.16),2018-07-16
螺纹钢原油多头行情可期,2018-07-16
华安期货：政策调控市场棉价回归理性,2018-07-16
格林大华：下半年蛋价重心下移的走势或难改变,2018-07-16
避险情绪消极，金价下跌,2018-07-16
最大的问题不是需求橡胶急需供给侧改革,2018-07-16
方正中期：美国农业部7月供需预测报告解读,2018-07-16
周度策略：钢材的“幸存者偏差”有效么？,2018-07-15
中投期货市场观察:期货市场资金流向汇总(7.13),2018-07-13
阶段性利多渐入尾声甲醇期价面临回调需求,2018-07-13
瑞达期货：移仓换月中短期苹果期货暂且观望为宜,2018-07-13
中投期货市场观察:期货市场资金流向汇总(7.12),2018-07-12
中投期货市场观察:期货市场资金流向汇总(7.11),2018-07-11
卓创资讯每日简报,2018-07-10
资金借势增仓拉涨螺纹钢或冲高承压,2018-07-10
期指进入回升窗口期，铜价有望止跌反弹,2018-07-10
周度策略：仍需要密切关注市场中的“不确定性”,2018-07-09
中投期货市场观察:期货市场资金流向汇总(7.5),2018-07-05
供给趋紧油市春天在眼前,2018-07-05
黄金多头沉默反击，美元指数被动防御,2018-07-04
铁矿石或延续震荡资金参与积极性减弱,2018-07-04
螺纹钢近期或维持高价承压震荡调整行情,2018-07-04
南华期货：焦炭焦煤夜盘小幅下跌,2018-07-04
锌偏弱铜或宽幅震荡，期指套利行情或延续,2018-07-04
沪铜弱势震荡，国债多头行情延续,2018-07-03
中投期货市场观察:期货市场资金流向汇总(7.2),2018-07-02
周度策略：密切关注中美贸易战的落地,2018-07-02
中投期货市场观察:期货市场资金流向汇总(6.29),2018-06-29
南华金属日报,2018-06-29
中宇资讯,2018-06-29
人民币快速贬值铁矿石或上探压力区,2018-06-29
方正中期：资金借势反拉螺纹钢或压力区承压,2018-06-29
中投期货市场观察:期货市场资金流向汇总(6.28),2018-06-28
金属日报,2018-06-28
原油日报,2018-06-28
原油价格有支撑，国债偏强运行,2018-06-28
中投期货市场观察:期货市场资金流向汇总(6.27),2018-06-27
金属日报,2018-06-27
原油日报,2018-06-27
双焦塑料偏弱运行,2018-06-27
贸易摩擦再起，锌价偏弱铜价下方有支撑,2018-06-26
铜冠金源金属日报,2018-06-26
铜冠金源原油日报,2018-06-26
神华期货：全球橡胶产区进入旺产季,2018-06-26
中投期货市场观察:期货市场资金流向汇总(6.25),2018-06-25
中投期货周度策略：工业品下行趋势逐渐确立,2018-06-25
神华期货：定向降准并不改钢材供需偏弱格局,2018-06-25
招金期货每日贵金属早评,2018-06-25
站在分岔路口环保还能助推铅价走多远？,2018-06-22
卓创资讯每日简报,2018-06-22
铜冠金源金属日报,2018-06-22
铜冠金源原油日报,2018-06-22
方正中期：市场形势较差铁矿石或延续承压波动,2018-06-22
铜冠金源原油日报,2018-06-20
铜冠金源金属日报,2018-06-20
贸易战下油脂油料有哪些值得关注的交易策略？,2018-06-20
南华早讯,2018-06-20
避险情绪蔓延，期货市场多数品种承压,2018-06-20
中美贸易战狼烟再起，国内金融市场再掀波澜,2018-06-20
方正中期：贸易战担忧重启螺纹钢承压破位暴跌,2018-06-20
豆粕大幅减仓资金离场观望情绪较浓,2018-06-20
周度策略：需求承压继续关注逼仓行情面临的风险,2018-06-18
中投期货市场观察:期货市场资金流向汇总(6.15),2018-06-15
中投期货市场观察:期货市场资金流向汇总(6.14),2018-06-14
神华期货：6月起全球橡胶产区进入旺产季,2018-06-14
中投期货市场观察:期货市场资金流向汇总,2018-06-13
南华期货：美联储6月加息几成定局，黄金承压静待结果,2018-06-13
南华期货：OPEC称下半年油市前景具有高度不确定性,2018-06-13
方正中期：环保限产支撑较强螺纹钢延续强势,2018-06-13
方正中期：铁矿石或延续支撑性偏强走势防范洗盘,2018-06-13
中投期货市场观察:期货市场资金流向汇总,2018-06-12
招金期货：关注今日特金会进展，金价波动率上升,2018-06-12
中投期货市场观察:期货市场资金流向汇总,2018-06-11
周度策略：逼仓行情频现注意炒作后快速回落的风险,2018-06-11
原油或维持弱势，沪锌偏强运行,2018-06-11
方正中期：螺纹钢期现货同涨高价成交压力显现,2018-06-07
期货产品现货行情分析,2018-06-07
金属日报,2018-06-07
南华早讯,2018-06-07
铜铝走势或偏强，焦炭基本面仍向好,2018-06-07
银河期货：棉花调控政策出台花纱先涨后跌,2018-06-05
周度策略：部分工业品出现明显的抛空机会,2018-06-04
玻璃：涨价带动市场情绪淡季行情是否仍存？,2018-06-04
铜冠金源原油早报,2018-05-31
铜冠金源金属早报,2018-05-31
方正中期：螺纹钢或压力区承压波动多空因素交织,2018-05-31
南华早讯,2018-05-31
沪锌走势偏强，原油价格震荡,2018-05-31
卓创资讯每日简报,2018-05-30
卓创资讯每日简报,2018-05-30
铜冠金源金属日报,2018-05-30
铜冠金源原油日报,2018-05-30
瑞达期货：PTA809多空消息交织期价区间整理,2018-05-30
"原油行情反弹抛空,美盘停盘，空单保护持有",2018-05-29
金价于千三关口附近弱势震荡,2018-05-28
塑料化工行情震荡偏弱，空单保护持有,2018-05-28
商品市场周度策略：原油见顶概率大全球经济复苏脆弱性彰显,2018-05-28
方正中期：螺纹钢近期或上冲压力区承压波动,2018-05-25
聚烯烃库存因装置检修减少，需求淡季弱势,2018-05-25
卓创资讯每日简报,2018-05-23
方正中期：螺纹钢承压震荡调整防范洗盘,2018-05-23
需求高峰将至原油价格或继续上行，沪铜重心有望上移,2018-05-23
原油大涨对塑料期货形成支撑，行情震荡走弱偏空态势,2018-05-23
南华期货：沪铜或迎来阶段性做多时机,2018-05-22
中信建投期货：商品市场情绪呈现回暖,2018-05-22
供应侧利好，沥青价格急速走强,2018-05-21
商品市场周度动态策略：《贸易战止战我们从中看到了什么？》,2018-05-21
中信建投期货：苹果期货多空争夺愈演愈烈,2018-05-21
螺纹钢或维持强势震荡波动防洗盘,2018-05-17
南华早讯,2018-05-17
低库存下甲醇继续走强,2018-05-17
金价短期疲软，中长期持有理由未变,2018-05-17
棉花或震荡回落，双焦震荡偏强静待现货价格上涨,2018-05-17
环保因素提振盘面化工类可趁势抛空,2018-05-14
原油价格或继续上行，沪铜止跌回升,2018-05-11
地缘政治影响下的甲醇基本面,2018-05-11
库存降速不及预期螺纹钢期现货联动下跌,2018-05-10
粕类油脂内部震荡分化持续,2018-05-10
南华早讯,2018-05-09
美元强势令铜价承压，黑色系多头行情或延续,2018-05-09
南华期货：螺纹夜盘小幅下挫,2018-05-09
鸡蛋：变化不大，蛋价稳中震荡,2018-05-09
大豆：5月供需报告前瞻,2018-05-09
瑞达期货：棕榈低位振荡，区间交易为主,2018-05-09
瑞达期货：部分清库陆续AP810期价再创新高,2018-05-09
瑞达期货：玻璃现货弱势难改，期价横盘整理,2018-05-09
瑞达期货：沪胶增仓缩量，期价小幅收涨,2018-05-09
周度策略：“扩大内需”如何落实值得重点关注,2018-05-07
关注中美谈判后续进展，短时金价逢低入多,2018-05-07
南华期货：铁矿石夜盘偏弱震荡,2018-05-07
瑞达期货：白糖期货上涨后市料仍处弱势,2018-05-03
沪铜震荡偏强，粕类油脂或现调整,2018-05-03
国泰君安：螺纹钢上涨有基本面支撑,2018-05-03
唐山普方坯累计涨60至3630，日盘面或将高开,2018-05-02
周度策略：工业企业利润大幅下滑工业品反弹抛空,2018-05-01
暴涨后的有色突遭暴跌各大金属核心逻辑与策略,2018-04-24
投资机会推荐——逐渐卖出沪锌空单,2018-04-23
周度策略：“贸易战”能扭转工业品颓势吗？,2018-04-23
原油二季度报告：多空交织震荡偏强,2018-04-22
橡胶：熊市底部，逢高抛空,2018-04-20
原油：高位勿追，轻仓短空,2018-04-20
沪镍夜盘低开低走，前期因俄镍事件过度投机结束,2018-04-20
双焦短期维持震荡偏强，期指将延续反弹,2018-04-19
沪铝延续上行趋势，夜盘突破15000关口,2018-04-19
卓创资讯每日简报0417,2018-04-18
南华期货金属日报,2018-04-18
螺纹钢大幅震荡洗盘资金预期影响较,2018-04-18
铁矿石盘势较弱注意多空资金主动性,2018-04-18
黑色金属及衍生品日报,2018-04-18
贸易战继续发酵，豆粕延续偏强走势,2018-04-18
焦化行业环保关注度提升，焦炭价格有望止跌企稳,2018-04-17
叙利亚战争没有推高行情进一步走高，外盘理性互动内盘走势,2018-04-17
周度策略：工业品震荡反弹密切关注库存去化,2018-04-16
多空拉锯，黑色系仍处于负反馈转正的试验节点,2018-04-16
叙利亚局势面临升级，黄金迎来上涨良机,2018-04-15
沪铝略有小幅回调，俄铝事件继续主导市场,2018-04-12
2018年二季度豆粕市场投资机会提示,2018-04-09
南华期货：螺纹节前小幅下挫，重心略有下移,2018-04-09
贸易战？橡胶轮胎已经麻木,2018-04-09
钢价反弹且行且看空头逻辑逐渐走向尽头,2018-04-09
沪铝二季度有望开启反弹之旅,2018-04-04
铜价上涨空间有限,2018-04-04
上海原油期货拉开新篇章，市场期待更多石油期货就位,2018-04-03
周度策略：可轻仓参与反弹继续密切关注库存走势,2018-04-02
进口量大减缓解国内橡胶供应过剩,2018-04-02
期货大幅贴水，限产预期下价差有望回归,2018-03-28
中国原油期货首日回顾,2018-03-28
中美贸易战升温，大豆暂未受波及,2018-03-28
中美贸易战对有色、黑色商品市场影响,2018-03-28
弱基本面遇上“贸易战”，天胶颓势难改,2018-03-28
郑煤顺势下跌迹象明显,2018-03-28
有色金属纪要：消费需求制约价格走势,2018-03-27
2018樱花论坛之黑色淘金(下）,2018-03-26
黑色淘金会议纪要（上）｜这些产业投资大咖说了啥,2018-03-26
特朗普一纸文书掀开中美贸易战，期市股市黑五再现,2018-03-26
一文看懂“贸易战”如何影响国内经济与股票市场,2018-03-26
工业品遭遇幅度较大的下跌，主要原因是中美贸易战带来的负面影响,2018-03-23
沪镍冲高回落，夜盘大幅下挫,2018-03-23
弘业期货济南：美联储宣布加息25个点,2018-03-22
磅事件密集，贵金属波动率或将上升,2018-03-22
需求旺季来临能否扭转铝价颓势？,2018-03-21
关注沪胶套利机会基本面疲软压制价格,2018-03-20
库存持续回升压制锌价上涨,2018-03-20
消费局面仍没有彻底打开,2018-03-19
铜价上行空间有限,2018-03-19
南华期货：PTA短线有企稳的技术需求,2018-03-14
沪铜继续反复测试52000线，多空拉锯激烈,2018-03-14
南华期货：双焦夜盘低位震荡,2018-03-13
锌价延续弱势,2018-03-13
螺纹钢盘面异动打击信心，恐慌情绪蔓延,2018-03-09
苹果主力1805短期陷入震荡,2018-03-09
沪锌延续下行趋势,2018-03-09
小非农好于预期金银回落强化短线区间概念,2018-03-08
沪锌延续下行趋势，lme锌库存大增7.7万吨,2018-03-08
螺纹钢目前钢厂原料补库逐步到位,2018-03-07
螺纹及铁矿近期关注点,2018-03-07
沪锌昨日跳空下挫，lme锌库存大增7.7万吨,2018-03-07
塑料现货成交平淡，下游工厂询盘为主,2018-03-06
郑糖再度测试前低,2018-03-06
空头力量尚未释放完毕，铜价或将继续探底,2018-03-06
螺纹钢压倒市场的依然是社会库存,2018-03-05
粕类油脂行情内部现分化，黑色系行情可期,2018-03-05
非农周来袭，金价短时维持宽幅震荡,2018-03-05
宝城期货：螺纹钢易涨难跌,2018-03-05
甲醇：利空因素占据主流反弹沽空思路不变,2018-03-02
弘业期货济南：铁矿目前成材强于原料,2018-03-01
两大利好支撑沪胶上涨，粕类油脂延续震荡偏强,2018-03-01
钢市整体呈偏强运行态势,2018-03-01
美豆报收58美分月线实体美豆粕逼近400美元关口,2018-03-01
沥青需求淡季，寄予近远月价差修复,2018-02-28
弘业期货济南：焦炭上涨趋势倾向明显短暂的调整后走出新高是时间问题,2018-02-28
基本面继续支撑黑色系，国债反弹行情可期,2018-02-28
受美联储加息预期影响，金价自2月16日以来持续承压下行,2018-02-28
高处“不觉寒”镍价强势依旧,2018-02-28
招金期货:当前钢市重点在于需求端，重点关注钢厂原料库存情况,2018-02-27
一大利好支撑黑色系上行，铜价有望延续强势,2018-02-26
弘业期货：螺纹节后行情一波三折,2018-02-26
南华期货：螺纹钢表现强势，可偏多操作,2018-02-26
节后沪铜随伦铜反弹走高，本周继续测试54000一线压力,2018-02-26
动力煤期现稳中偏强,2018-02-22
美股是否会重演1987年崩盘？,2018-02-13
螺卷节后行情可期，一因素助股指反弹,2018-02-13
美股大跌恐慌情绪蔓延，有色化工齐走弱,2018-02-12
郑棉：跌势渐欲迷人眼低价正是买入时,2018-02-08
美股周一历史性暴跌之后，对中国股市、衍生品市场有所影响,2018-02-07
黑色系存一大机会，股指有望反弹,2018-02-07
一大逻辑支撑黑色系派发“红包行情”，铜未来行情可期,2018-02-06
非农数据靓丽，提振美联储加息预期，美元短时筑底反弹,2018-02-06
指数基金展期及基金多单平仓使美棉继续下行,2018-02-06
螺纹钢材现货市场成交继续冷清,2018-02-05
双焦领涨，一大因素令股指延续结构性行情,2018-02-05
银河期货：春节脚步已近且看鸡蛋基差如何演绎,2018-02-02
螺纹期价有向上拉升一波迹象,2018-02-02
螺卷一大行情可期，基本面利空令IC持续下行,2018-02-02
纱厂点价买盘使美棉止跌企稳,2018-02-01
双焦或现做多机会,2018-02-01
沪锌高位回调，lme锌库存下降态势未改,2018-02-01
需求复苏终有时供给偏低势难改-螺纹逢低布局正当时,2018-01-31
美元回暖有色化工齐走弱，有色一品种表现抗跌,2018-01-31
广州期货：美元回暖有色化工齐走弱，有色一品种表现抗跌,2018-01-31
美元走弱助涨有色，沪锌创十年新高却多空因素并存,2018-01-30
ICE3月交割临近，多单获利平仓使期价三连跌,2018-01-30
lme锌库存持续降低、美元走软将进一步刺激锌价上涨,2018-01-30
黄金ETF1月26日小幅减仓1.18吨至848.14吨,2018-01-29
原油价格创两年新高助涨化工品，上周黑色系转强铁矿石独跌,2018-01-29
南华期货：短线油脂反弹空间有限,2018-01-26
工业品多头狂欢两大利好助铜价反弹,2018-01-26
铜恐慌性下跌一大因素底部支撑，油价上升提振化工品,2018-01-25
期现套利VS内外盘套利，期价谁主浮沉？,2018-01-24
上证50十八连阳，铁矿石大幅跳水,2018-01-24
南华期货：铁矿石夜盘窄幅波动,2018-01-23
一大利好助IC反弹，黑色系资金出现获利出逃,2018-01-23
沪指时隔近三年再次站上3500点，牛市是否已悄然来临？,2018-01-23
基差波动下套利操作积极，聚烯烃关注节前备货意向,2018-01-22
商品总体偏弱运行，冬储行情有望开启，股指“二八”行情延续,2018-01-22
南华期货：螺纹钢热卷夜盘继续上行,2018-01-22
广州期货期市早评,2018-01-19
"美豆美粕四连阳走高,豆油击破六个月新低",2018-01-19
"沪铝跌幅放缓,沪锌延续震荡走势",2018-01-19
昨日铜价跳空低开低走，跌破均线组,2018-01-18
铝价日内跳水，或因市场到货增加,2018-01-17
美棉探底回升连续两日下跌,2018-01-17
南华期货：螺纹钢夜盘小幅拉涨,2018-01-17
美棉休市，郑棉减仓下行,2018-01-16
沪铜主力合约继续在55000-54500区间震荡,2018-01-16
螺纹钢本周内现货价格较大可能达到平衡,2018-01-15
南华期货：玻璃继续承压短空持有,2018-01-15
瑞达期货：菜粕期货增仓下挫跌幅进一步加深,2018-01-12
出口利好，美棉涨停报收,2018-01-12
沪锌近日有所回调，国内市场消费淡季依旧,2018-01-12
USDA报告前基金买盘继续推高棉价,2018-01-11
沪镍夜盘跳空高开，短期走势偏强,2018-01-11
沪镍夜盘大幅攀升，突破100000阻力位,2018-01-10
铜价冲高后进入调整阶段,2018-01-05
内外糖价短暂企稳美元走弱带动ICE期棉继续上涨,2018-01-05
沪镍延续上行趋势，下方支撑较强,2018-01-03
弘业期货：新年新气象了吗,2018-01-02
原糖延续走强郑糖关注产销数据,2018-01-02
沪铝走势强劲，突破15000关口,2017-12-29
沪铜出现跨年行情，拉涨完成即将下跌！,2017-12-29
2018年开启全球经济新周期大宗商品市场延续反弹走势,2017-12-28
"美国暂时避免政府关门噩梦,金价日线快速突破200日均线",2017-12-27
"美盘复盘之后回暖,美豆及豆油反弹收复10天线",2017-12-27
"欧美传统圣诞节休市,CBOT市场没有交易",2017-12-26
沪铜主力1802近期继续走高,2017-12-26
双休日期间，唐山钢坯部分价格下跌110-120元/吨,2017-12-25
上周基金加空大豆4万余手，净多逼近多空临界点,2017-12-25
美国暂时避免政府关门噩梦，金价日线快速突破200日均线和布林通道中轨,2017-12-25
沪铜主力1802夜盘重新攀上54000高位,2017-12-21
巴西降雨预报压制盘面，美豆继续向下走低,2017-12-21
南华期货：热卷夜盘小幅反弹,2017-12-20
"华信期货:原糖大涨4%,美豆遭遇抛压继续走低",2017-12-20
招金期货:全球最大黄金ETF–SPDR黄金信托持仓周二下降0.14%,2017-12-20
原糖继续增仓，美豆巩固性下挫收低,2017-12-19
招金期货：日图显示金价涨跌互现，但整体维持自低位以来的反弹之势,2017-12-19
"原糖回落郑糖企稳，基金减持大豆净多,美豆连续两周走低",2017-12-18
招金期货：税改进展仍将成为焦点,2017-12-18
弘业期货：晚盘跳空高开符合预期，关注思路,2017-12-15
招金期货:沪铝延续震荡，沪锌维持高位震荡走势,2017-12-15
瑞达期货：豆粕延续回调隐波小幅波动,2017-12-15
美尔雅期货2018年策略展望,2017-12-14
郑糖减仓下跌ICE期棉止跌反弹,2017-12-14
招金期货：12月加息后，金银反弹,2017-12-14
有色板块反弹，可以高抛进入空单,2017-12-13
招金期货:关注是否12月加息后，金银反弹,2017-12-13
"美豆四连阴下挫,60天均线再次面临考验",2017-12-12
"华信期货：基金大幅增持豆粕大豆净多,小幅减持豆油净多",2017-12-11
招金期货:贵金属短中期宽幅震荡,2017-12-11
弘业期货济南：黑色整体回落调整，后市如何看,2017-12-07
原糖随油价回落市场担忧印度产量是期棉再次上涨,2017-12-07
南华期货：金属品种夜盘纷纷回调震荡,2017-12-06
弘业期货：钢厂和成材大涨的推动下，唐山钢坯再次刷新了前高,2017-12-05
阿根廷天气忧虑波及盘面，美豆再次上冲1000美分关口,2017-12-05
美国通过减税法案，对于中美经济和商品的影响,2017-12-04
PTA期货投资策略,2017-12-04
招金期货金属行情解读,2017-12-04
前周基金增持豆油空头减持大豆及豆粕空头,2017-12-04
招金期货：螺纹高贴水，期货继续呈现近强远弱格局,2017-12-01
螺纹钢强势依旧，期价向上仍有空间,2017-11-30
全球铜市在可预见的未来将达到平衡,2017-11-30
华信期货：白糖集中开榨来临,2017-11-30
