date,title,url
2018-03-19,【中大期货金属(有色)周报20180319——中美贸易战扩大引发对经济复苏前景忧虑 基本金属宽,http://www.zdqh.com/about/news_info.php?3169
2018-03-16,【中大期货金属(有色金属)日报20180316——贸易战忧虑重燃 美元指数回升 基本金属涨跌不一,http://www.zdqh.com/about/news_info.php?3161
2018-03-15,【中大期货金属(有色金属)日报20180315——中国数据好于预期 美国加大中美贸易战力度 基本,http://www.zdqh.com/about/news_info.php?3156
2018-03-14,【中大期货金属(有色金属)日报20180314——美国务卿蒂勒森被解职 通胀数据温和 基本金属持,http://www.zdqh.com/about/news_info.php?3148
2018-03-13,【中大期货金属(有色金属)日报20180313——伦铜库存猛增 中国铝炼厂即将复工 基本金属全线,http://www.zdqh.com/about/news_info.php?3141
2018-03-12,【中大期货金属(有色)周报20180312——特朗普悍然发动贸易战 美薪资增速放缓打压美元 基本,http://www.zdqh.com/about/news_info.php?3135
2018-03-09,【中大期货金属(有色金属)日报20180309——美正式开启贸易战 欧央行调整QE措辞 基本金属多,http://www.zdqh.com/about/news_info.php?3128
2018-03-08,【中大期货金属(有色金属)日报20180308——科恩辞职引市场忧虑回升 美劳动力市场持续增长,http://www.zdqh.com/about/news_info.php?3123
2018-03-07,【中大期货金属(有色金属)日报20180307——美贸易战忧虑缓解 中国需求预期回升 基本金属涨,http://www.zdqh.com/about/news_info.php?3116
2018-03-06,【中大期货金属(有色金属)日报20180306——美开启全球贸易战 欧美经济数据分化 基本金属涨,http://www.zdqh.com/about/news_info.php?3111
2018-03-05,【中大期货金属(有色)周报20180305——鲍威尔国会首秀暗示美联储将渐进加息 美元回升 基本,http://www.zdqh.com/about/news_info.php?3107
2018-03-02,【中大期货金属(有色金属)日报20180302——美元持续回升 欧美经济数据好坏不一 基本金属持,http://www.zdqh.com/about/news_info.php?3100
2018-03-01,【中大期货金属(有色金属)日报20180301——美元持续反弹回升 全球经济数据逊于预期 基本金,http://www.zdqh.com/about/news_info.php?3092
2018-02-28,【中大期货金属(有色金属)日报20180228——美联储将渐进加息提振美元反弹回升 基本金属进,http://www.zdqh.com/about/news_info.php?3085
2018-02-27,【中大期货金属(有色金属)日报20180227——美元宽幅震荡 中国铜1月进口增加 基本金属宽幅,http://www.zdqh.com/about/news_info.php?3079
2018-02-26,【中大期货金属(有色)周报20180226——美元上蹿下跳 全球基本金属供应依然短缺 基本金属横,http://www.zdqh.com/about/news_info.php?3071
2018-02-23,【中大期货金属(有色金属)日报20180223——美元由涨转跌 美联储或将提前加息 基本金属涨跌,http://www.zdqh.com/about/news_info.php?3062
2018-02-22,【中大期货金属(有色金属)日报20180222——中国春节休市 美元企稳回升 外盘基本金属多数冲,http://www.zdqh.com/about/news_info.php?3057
2018-02-14,【中大期货金属(有色金属)日报20180214——铜供应忧虑情绪回升 美元持续走软 基本金属多数,http://www.zdqh.com/about/news_info.php?3050
2018-02-13,【中大期货金属(有色金属)日报20180213——美元疲软 白宫公布特朗普基建计划 基本金属外强,http://www.zdqh.com/about/news_info.php?3044
2018-02-12,【中大期货金属(有色)周报20180212——五大央行货币政策分化 美国政府停摆将成常态 基本金,http://www.zdqh.com/about/news_info.php?3040
2018-02-09,【中大期货金属(有色金属)日报20180209——欧美英货币政策前景分化 国内铜进口持续放缓 基,http://www.zdqh.com/about/news_info.php?3032
2018-02-08,【中大期货金属(有色金属)日报20180208——油价下滑 美元上涨 基本面忧虑回升 基本金属悉,http://www.zdqh.com/about/news_info.php?3024
2018-02-07,【中大期货金属(有色金属)日报20180207——澳联储按兵不动 美元走强 国内需求持续萎靡 基,http://www.zdqh.com/about/news_info.php?3017
2018-02-06,【中大期货金属(有色金属)日报20180206——鲍威尔就任联储主席 欧美服务业PMI回升 基本金属,http://www.zdqh.com/about/news_info.php?3010
2018-02-04,【中大期货金属(有色)周报20180205——美联储3月将加息 美将推1.5万亿基建投资 基本金属多,http://www.zdqh.com/about/news_info.php?2999
2018-02-02,【中大期货金属(有色金属)日报20180202——节前国内有色需求走软 品种间基本面分化 基本金,http://www.zdqh.com/about/news_info.php?2995
2018-02-01,【中大期货金属(有色金属)日报20180201——特朗普透露1.5万亿基建计划 美联储3月将加息 基,http://www.zdqh.com/about/news_info.php?2982
2018-01-31,【中大期货金属(有色金属)日报20180131——欧美经济数据好坏不一 美财长表态支持强势美元,http://www.zdqh.com/about/news_info.php?2969
2018-01-30,【中大期货金属(有色金属)日报20180130——市场聚焦美国基建计划与联储议息会议 基本金属,http://www.zdqh.com/about/news_info.php?2961
2018-01-29,【中大期货金属(有色)周报20180129——美国政府结束停摆 美元剧烈震荡 伦铜库存激增 基本,http://www.zdqh.com/about/news_info.php?2955
2018-01-26,【中大期货金属(有色金属)日报20180126——伦铜库存继续猛增 特朗普表态力挺强势美元 基本,http://www.zdqh.com/about/news_info.php?2951
2018-01-25,【中大期货金属(有色金属)日报20180125——伦铜库存继续猛增 美元指数跌至三年低位 铜引领,http://www.zdqh.com/about/news_info.php?2944
2018-01-24,【中大期货金属(有色金属)日报20180124——伦铜库存猛增 LME基金净多头减持 铜引领基本金属,http://www.zdqh.com/about/news_info.php?2937
2018-01-23,【中大期货金属(有色金属)日报20180123——美国政府即将结束关门 中国需求前景预期乐观 基,http://www.zdqh.com/about/news_info.php?2933
2018-01-22,【中大期货金属(有色)周报20180122——中美经济前景向好 基本面品种间呈现分化 基本金属宽,http://www.zdqh.com/about/news_info.php?2928
2018-01-19,【中大期货金属(有色金属)日报20180119——中美数据好于预期而美国政府关门大限将至 基本,http://www.zdqh.com/about/news_info.php?2923
2018-01-18,【中大期货金属(有色金属)日报20180118——欧央行副行长否认将调整QE 投资者获利了结 基本,http://www.zdqh.com/about/news_info.php?2917
2018-01-17,【中大期货金属(有色金属)日报20180117——美元触底回升 基金经理减持净多头寸 基本金属除,http://www.zdqh.com/about/news_info.php?2911
2018-01-16,【中大期货金属(有色金属)日报20180116——美元走软 秘鲁发生强震 LME库存回落 基本金属全,http://www.zdqh.com/about/news_info.php?2904
2018-01-15,【中大期货金属(有色)周报20180115——全球经济数据好坏不一 欧美央行货币政策分化 基本金,http://www.zdqh.com/about/news_info.php?2898
2018-01-12,【中大期货金属(有色金属)日报20180112——欧央行考虑调整前瞻指引 国际原油价格冲高回落,http://www.zdqh.com/about/news_info.php?2890
2018-01-11,【中大期货金属(有色金属)日报20180111——世行经济展望报告与美元走软提供支撑 外盘基本,http://www.zdqh.com/about/news_info.php?2883
2018-01-10,【中大期货金属(有色金属)日报20180110——LME基金净多回落 美职位空缺数小于预期 基本金属,http://www.zdqh.com/about/news_info.php?2876
2018-01-09,【中大期货金属(有色金属)日报20180109——美元走强 品种间供需状况分化 铅强铝弱】,http://www.zdqh.com/about/news_info.php?2868
2018-01-08,【中大期货金属(有色)周报20180108——全球制造业PMI好于预期 美非农数据助力联储加息 基,http://www.zdqh.com/about/news_info.php?2863
2018-01-05,【中大期货金属(有色金属)日报20180105——原油价格大幅波动 小非农数据超预期 铜价冲高回,http://www.zdqh.com/about/news_info.php?2855
2018-01-04,【中大期货金属(有色金属)日报20180104——美国遭遇严寒 汽车电池需求猛增引市场忧虑 铅价,http://www.zdqh.com/about/news_info.php?2849
2018-01-03,【中大期货金属(有色金属)日报20180103——欧美制造业PMI创新高 基本面继续分化 基本金属两,http://www.zdqh.com/about/news_info.php?2843
2017-12-22,【中大期货金属(有色金属)日报20171222——日本央行维持量化宽松政策不变 美三季度GDP持续,http://www.zdqh.com/about/news_info.php?2811
2017-12-21,【中大期货金属(有色金属)日报20171221——美参众两院通过税改投票 中央经济工作会议定调2,http://www.zdqh.com/about/news_info.php?2805
2017-12-20,【中大期货金属(有色金属)日报20171220——LME基金净多持仓回升 国内铝供应增速进一步放缓,http://www.zdqh.com/about/news_info.php?2799
2017-12-19,【中大期货金属(有色金属)日报20171219——美国会本周将通过税改法案 钢材出口税下调提振,http://www.zdqh.com/about/news_info.php?2791
2017-12-18,【中大期货金属(有色)周报20171218——三大央行货币政策分化 嘉能可复产不及预期 伦镍蓄势,http://www.zdqh.com/about/news_info.php?2787
2017-12-15,【中大期货金属(有色金属)日报20171215——中国数据强劲VS中国央行上调公开市场利率 基本,http://www.zdqh.com/about/news_info.php?2781
2017-12-14,【中大期货金属(有色金属)日报20171214——美联储加息25个基点 WBMS报告利多 基本金属多数收,http://www.zdqh.com/about/news_info.php?2774
2017-12-13,【中大期货金属(有色金属)日报20171213——中国汽车产销回升 LME基金净多持仓续降 基本金属,http://www.zdqh.com/about/news_info.php?2766
2017-12-12,【中大期货金属(有色金属)日报20171212——市场聚焦三大央行议息会议 美元疲软 基本金属多,http://www.zdqh.com/about/news_info.php?2758
2017-12-11,【中大期货金属(有色)周报20171211——全球风险事件接二连三 基本面好坏不一 基本金属悉数,http://www.zdqh.com/about/news_info.php?2753
2017-12-01,【中大期货金属(有色金属)日报20171201——中国经济下行忧虑显现 欧美数据持续好转 基本金,http://www.zdqh.com/about/news_info.php?2719
2017-11-30,【中大期货金属(有色金属)日报20171130——美国经济增长强劲 中国需求忧虑挥之不去 多数基,http://www.zdqh.com/about/news_info.php?2711
2017-11-29,【中大期货金属(有色金属)日报20171129——中国需求忧虑持续升温 美国政府面临关门风险 镍,http://www.zdqh.com/about/news_info.php?2707
2017-11-28,【中大期货金属(有色金属)日报20171128——中国加大对高风险融资打击力度 需求忧虑升温 基,http://www.zdqh.com/about/news_info.php?2701
2017-11-27,【中大期货金属(有色)周报20171127——全球经济不确定性增加 铜矿罢工引供应忧虑 基本金属,http://www.zdqh.com/about/news_info.php?2696
2017-11-22,【中大期货金属(有色金属)日报20171122——LME库存持续下滑 美参院发布全面税收法案 基本金,http://www.zdqh.com/about/news_info.php?2679
2017-11-21,【中大期货金属(有色金属)日报20171121——德国政府组阁失败 多品种供需报告发布 基本金属,http://www.zdqh.com/about/news_info.php?2673
2017-11-20,【中大期货金属(有色)周报20171120——全球经济复苏前景分化 品种基本面分化 基本金属悉数,http://www.zdqh.com/about/news_info.php?2669
2017-11-17,【中大期货金属(有色金属)日报20171117——中国经济忧虑挥之不去 美众院批准税改法案 基本,http://www.zdqh.com/about/news_info.php?2660
2017-11-16,【中大期货金属(有色金属)日报20171116——美国数据总体表现良好 中国开始实施冬季限产令,http://www.zdqh.com/about/news_info.php?2653
2017-11-15,【中大期货金属(有色金属)日报20171115——中国数据不及预期 国际原油价格大跌 基本金属全,http://www.zdqh.com/about/news_info.php?2646
2017-11-14,【中大期货金属(有色金属)日报20171114——中国货币供应增速创历史新低 英国首相面临下台,http://www.zdqh.com/about/news_info.php?2638
2017-11-13,【中大期货金属(有色)周报20171113——供需面进一步分化 市场乐观情绪消退 镍与铝领跌基本,http://www.zdqh.com/about/news_info.php?2634
2017-11-10,【中大期货金属(有色金属)日报20171110——中国通胀数据超预期 市场忧虑美税改前景 铅锌强,http://www.zdqh.com/about/news_info.php?2628
2017-11-09,【中大期货金属(有色金属)日报20171109——美税改法案或将延迟 中国进出口数据双双回落 基,http://www.zdqh.com/about/news_info.php?2622
2017-11-08,【中大期货金属(有色金属)日报20171108——美元上涨激发获利了结 基金净多头多数回落 铜锌,http://www.zdqh.com/about/news_info.php?2614
2017-11-07,【中大期货金属(有色金属)日报20171107——电动车需求前景引燃市场预期 铜与镍领涨基本金,http://www.zdqh.com/about/news_info.php?2607
2017-11-06,【中大期货金属(有色)周报20171106——全球央行政策进一步分化 供需面好坏不一 镍领涨基本,http://www.zdqh.com/about/news_info.php?2604
2017-11-03,【中大期货金属(有色金属)日报20171103——英央行十年来首次加息 众议院税改方案出炉 基本,http://www.zdqh.com/about/news_info.php?2597
2017-11-02,【中大期货金属(有色金属)日报20171102——美联储按兵不动 鲍威尔将被提名下任主席人选 基,http://www.zdqh.com/about/news_info.php?2590
2017-11-01,【中大期货金属(有色金属)日报20171101——经济数据好坏不一 新能源汽车推动镍需求前景 镍,http://www.zdqh.com/about/news_info.php?2585
2017-10-31,【中大期货金属(有色金属)日报20171031——西班牙政治忧虑缓解 联储会议召开在际 基本金属,http://www.zdqh.com/about/news_info.php?2578
2017-10-30,【中大期货金属(有色)周报20171030——欧央行鸽派缩表 加泰罗尼亚宣布独立 基本金属继续分,http://www.zdqh.com/about/news_info.php?2573
2017-10-27,【中大期货金属(有色金属)日报20171027——欧央行缩减QE规模 美众议院通过预算解决方案 基,http://www.zdqh.com/about/news_info.php?2567
2017-10-26,【中大期货金属(有色金属)日报20171026——全球铜供应将增加 美国数据呈现回升 铜价低探回,http://www.zdqh.com/about/news_info.php?2561
2017-10-24,【中大期货金属(有色金属)日报20171024——中国经济前景提振市场乐观情绪 LME库存回落 基本,http://www.zdqh.com/about/news_info.php?2545
2017-10-23,【中大期货金属(有色)周报20171023——美联储主席人选白热化 中美经济数据好坏不一 基本金,http://www.zdqh.com/about/news_info.php?2538
2017-10-20,【中大期货金属(有色金属)日报20171020——中国数据符合预期 西班牙陷入动荡 基本金属走势,http://www.zdqh.com/about/news_info.php?2534
2017-10-17,【中大期货金属(有色金属)日报20171017——中国经济前景与需求前景点燃市场乐观情绪 铜价,http://www.zdqh.com/about/news_info.php?2512
2017-10-14,【中大期货金属(有色)周报20171016——美联储将稳步加息 供需面强弱有别 基本金属小幅分化,http://www.zdqh.com/about/news_info.php?2505
2017-10-13,【中大期货金属(有色金属)日报20171013——市场对中国需求前景保持乐观 美元持续走软 基本,http://www.zdqh.com/about/news_info.php?2499
2017-10-12,【中大期货金属(有色金属)日报20171012——美元疲软 全球铅锌持续供应短缺 铝升水下滑 基,http://www.zdqh.com/about/news_info.php?2494
2017-10-11,【中大期货金属(有色金属)日报20171011——LME基金净多头持仓回升 供应短缺忧虑情绪上升 基,http://www.zdqh.com/about/news_info.php?2488
2017-10-10,【中大期货金属(有色金属)日报20171010——美元疲软 LME库存涨跌不一 基本金属价格走势分化,http://www.zdqh.com/about/news_info.php?2483
2017-10-09,【中大期货金属(有色)周报20171009——美联储12月加息概率上升 中国国庆休市一周 外盘基本,http://www.zdqh.com/about/news_info.php?2479
2017-09-29,【中大期货金属（黄金）日报20170929——美国经济复苏金银弱势】,http://www.zdqh.com/about/news_info.php?2471
2017-09-29,【中大期货金属(有色金属)日报20170929——美二季度GDP增长强劲 LME库存回落 伦铜尾盘大幅拉,http://www.zdqh.com/about/news_info.php?2468
2017-09-28,【中大期货金属(有色金属)日报20170928——环保部再发治污行动方案 印尼铜矿罢工 基本金属,http://www.zdqh.com/about/news_info.php?2462
2017-09-27,【中大期货金属（黄金）日报20170927——税改公布金银延续调整】,http://www.zdqh.com/about/news_info.php?2456
2017-09-27,【中大期货金属(有色金属)日报20170927——耶伦重申年底前加息 基金净多头持续回落 基本金,http://www.zdqh.com/about/news_info.php?2453
2017-09-22,【中大期货金属(有色金属)日报20170922——美联储十月缩表年底加息 中国上调铜精炼费 基本,http://www.zdqh.com/about/news_info.php?2436
2017-09-21,【中大期货金属(有色金属)日报20170921——河南限产限排 联储十月缩表 铝领涨基本金属】.pd,http://www.zdqh.com/about/news_info.php?2430
2017-09-20,【中大期货金属(有色金属)日报20170920——LME 基金持仓增减不一 市场静待联储会议 基本金,http://www.zdqh.com/about/news_info.php?2422
2017-09-19,【中大期货金属(有色金属)日报20170919——LME 库存回落 市场乐观情绪回升 基本金属全线回,http://www.zdqh.com/about/news_info.php?2415
2017-09-16,【中大期货金属(有色)周报20170918——中美数据好坏不一 朝鲜再次试射导弹 基本金属涨跌互,http://www.zdqh.com/about/news_info.php?2404
2017-09-15,【中大期货金属(有色金属)日报20170915——中国数据逊于预期 英央行加息概率上升 基本金属,http://www.zdqh.com/about/news_info.php?2399
2017-09-14,【中大期货金属(有色金属)日报20170914——LME库存持续回升 中国需求忧虑重燃 基本金属全线,http://www.zdqh.com/about/news_info.php?2389
2017-09-13,【中大期货金属(有色金属)日报20170913——LME 基金净多与库存增减不一 基本金属走势分化】,http://www.zdqh.com/about/news_info.php?2382
2017-09-11,【中大期货金属(有色)周报20170911——朝鲜核试验 费舍尔离职 美债务上限危机缓解 基本金,http://www.zdqh.com/about/news_info.php?2370
2017-09-08,【中大期货金属（黄金）日报20170908——欧央行按兵不动金银继续冲高】,http://www.zdqh.com/about/news_info.php?2366
2017-09-07,【中大期货金属（黄金）日报20170907——避险消退金银高位震荡】,http://www.zdqh.com/about/news_info.php?2358
2017-09-06,【中大期货金属（黄金）日报20170906——联储官员鸽派发言金银继续冲高】,http://www.zdqh.com/about/news_info.php?2350
2017-09-02,【中大期货金属(有色)周报20170904——朝鲜局势再度紧张 供需形势好坏不一 基本金属外强内,http://www.zdqh.com/about/news_info.php?2332
2017-09-01,【中大期货金属（黄金）日报20170901——美通胀疲软金银冲击前高】,http://www.zdqh.com/about/news_info.php?2330
2017-09-01,【中大期货金属(有色金属)日报20170901——中国制造业PMI稳中有升 美国PCE降低加息预期 锌价,http://www.zdqh.com/about/news_info.php?2325
2017-08-31,【中大期货金属（黄金）日报20170831——小非农强劲金银短线调整】,http://www.zdqh.com/about/news_info.php?2318
2017-08-31,【中大期货金属(有色金属)日报20170831——ADP数据超预期提振美元 基金持仓报告限制跌幅 铜,http://www.zdqh.com/about/news_info.php?2315
2017-08-30,【中大期货金属（黄金）日报20170830——金银短线超买】,http://www.zdqh.com/about/news_info.php?2312
2017-08-30,【中大期货金属(有色金属)日报20170830——朝鲜半岛局势升级 菲拟禁止原矿出口 镍领涨基本,http://www.zdqh.com/about/news_info.php?2307
2017-08-29,【中大期货金属（黄金）日报20170829——避险攀升金银突破】,http://www.zdqh.com/about/news_info.php?2304
2017-08-28,【中大期货金属(有色金属)日报20170829——英国休市 指引缺失 黑色系回落 影响有限 基本请,http://www.zdqh.com/about/news_info.php?2299
2017-08-28,【中大期货金属(有色)周报20170828—— 特朗普政府危机不断 国务院常务会议再提去产能 基,http://www.zdqh.com/about/news_info.php?2292
2017-08-25,【中大期货金属（黄金）日报20170825——央行年会前金银震荡】,http://www.zdqh.com/about/news_info.php?2287
2017-08-25,【中大期货金属(有色金属)日报20170825——中国铜进口增加 全球央行年会开幕 铜价一骑绝尘,http://www.zdqh.com/about/news_info.php?2282
2017-08-24,【中大期货金属（黄金）日报20170824——避险回升金银反弹】,http://www.zdqh.com/about/news_info.php?2278
2017-08-24,【中大期货金属(有色金属)日报20170824——市场预期中国需求前景强劲导致投机性买盘回升,http://www.zdqh.com/about/news_info.php?2273
2017-08-23,【中大期货金属（黄金）日报20170823——美股回升金银回调】,http://www.zdqh.com/about/news_info.php?2270
2017-08-23,【中大期货金属(有色金属)日报20170823——投机客与基金锁定利润 铅供应短缺超去年同期 基,http://www.zdqh.com/about/news_info.php?2265
2017-08-22,【中大期货金属（黄金）日报20170822——金银技术性反抽】,http://www.zdqh.com/about/news_info.php?2259
2017-08-22,【中大期货金属(有色金属)日报20170822——市场押注中国需求前景强劲且供应持续减少 基本,http://www.zdqh.com/about/news_info.php?2255
2017-08-21,【中大期货金属（黄金）日报20170818——避险攀升金银高位震荡】,http://www.zdqh.com/about/news_info.php?2252
2017-08-21,【中大期货金属(有色)周报20170821——欧美央行政策前景分化 环保风暴提振供应忧虑 锌接棒,http://www.zdqh.com/about/news_info.php?2248
2017-08-18,【中大期货金属（黄金）日报20170818——避险攀升金银高位震荡】,http://www.zdqh.com/about/news_info.php?2242
2017-08-18,【中大期货金属(有色金属)日报20170818——投资者获利了结 中国需求忧虑重燃 基本金属内强,http://www.zdqh.com/about/news_info.php?2239
2017-08-17,【中大期货金属（黄金）日报20170817——美联储纪要鸽派金银冲高】,http://www.zdqh.com/about/news_info.php?2232
2017-08-17,【中大期货金属(有色金属)日报20170817——供应忧虑重燃 美联储会议纪要引发美元回落 基本,http://www.zdqh.com/about/news_info.php?2230
2017-08-16,【中大期货金属（黄金）日报20170816——美零售好转金银下挫】,http://www.zdqh.com/about/news_info.php?2226
2017-08-16,【中大期货金属(有色金属)日报20170816——地缘政治紧张形势缓解 中国信贷数据好于预期 基,http://www.zdqh.com/about/news_info.php?2222
2017-08-15,【中大期货金属（黄金）日报20170815——中美贸易战恐升级金银冲高回落】,http://www.zdqh.com/about/news_info.php?2218
2017-08-15,【中大期货金属(有色金属)日报20170815——中国工业增加值增速放缓 美元回升 基本金属多数,http://www.zdqh.com/about/news_info.php?2214
2017-08-12,【中大期货金属(有色)周报20170814——地缘政治搅局 中国供应忧虑加剧 铝领涨基本金属】,http://www.zdqh.com/about/news_info.php?2205
2017-08-11,【中大期货金属（黄金）日报20170811——美PPI不及预期金银冲击前高】,http://www.zdqh.com/about/news_info.php?2200
2017-08-11,【中大期货金属(有色金属)日报20170811——地缘政治忧虑持续 LME库存持续回落 美元回升 基,http://www.zdqh.com/about/news_info.php?2197
2017-08-10,【中大期货金属（黄金）日报20170810——特朗普朝鲜互怼金银冲击前高】,http://www.zdqh.com/about/news_info.php?2193
2017-08-10,【中大期货金属(有色金属)日报20170810——地缘政治忧虑 VS 中国供应端减少 基本金属内强外,http://www.zdqh.com/about/news_info.php?2189
2017-08-09,【中大期货金属（黄金）日报20170809——朝鲜危机金银探底回升】,http://www.zdqh.com/about/news_info.php?2184
2017-08-09,【中大期货金属(有色金属)日报20170809——美元持续疲软 市场继续炒作中国削减铝产能 铝领,http://www.zdqh.com/about/news_info.php?2181
2017-08-08,【中大期货金属（黄金）日报20170808——金银窄幅震荡】,http://www.zdqh.com/about/news_info.php?2175
2017-08-08,【中大期货金属(有色金属)日报20170808——铝减产红利发酵 铅供应受限 黑色系暴涨 铝锌铅,http://www.zdqh.com/about/news_info.php?2172
2017-08-07,【中大期货金属(有色)周报20170807——联储内部存在分歧 全球经济数据好坏不一 基本金属涨,http://www.zdqh.com/about/news_info.php?2167
2017-08-04,【中大期货金属（黄金）日报20170804——美元疲软金银回升】,http://www.zdqh.com/about/news_info.php?2160
2017-08-04,【中大期货金属(有色金属)日报20170804——英央行维持基准利率 市场续炒中国需求 基本金属,http://www.zdqh.com/about/news_info.php?2157
2017-08-03,【中大期货金属（黄金）日报20170803——美ADP上修金银回落】,http://www.zdqh.com/about/news_info.php?2153
2017-08-03,【中大期货金属(有色金属)日报20170803——中国宏桥关闭落后产能200万吨 铝带动基本金属反,http://www.zdqh.com/about/news_info.php?2150
2017-08-02,【中大期货金属（黄金）日报20170802——通胀预期回升金银回落】,http://www.zdqh.com/about/news_info.php?2144
2017-08-02,【中大期货金属(有色金属)日报20170802——澳洲联储仍维稳利率 欧美经济好坏不一 基本金属,http://www.zdqh.com/about/news_info.php?2141
2017-08-01,【中大期货金属(有色金属)日报20170801——经济数据好坏不一 菲矿产政策存在变数 镍价高位,http://www.zdqh.com/about/news_info.php?2133
2017-07-30,【中大期货金属(有色)周报20170731——供应面状况频出 市场炒作氛围浓厚 基本金属涨跌不一,http://www.zdqh.com/about/news_info.php?2121
2017-07-28,【中大期货金属（黄金）日报20170728——通胀预期回升金银震荡】,http://www.zdqh.com/about/news_info.php?2117
2017-07-28,【中大期货金属(有色金属)日报20170728——云南个旧将关停冶炼厂一周 锡价触及六个月高位,http://www.zdqh.com/about/news_info.php?2114
2017-07-27,【中大期货金属（黄金）日报20170727——联储决议担忧通胀金银延续反弹】,http://www.zdqh.com/about/news_info.php?2110
2017-07-27,【中大期货金属(有色金属)日报20170727——市场炒作中国将禁止废铜进口 美联储将于9月缩表,http://www.zdqh.com/about/news_info.php?2107
2017-07-26,【中大期货金属（黄金）日报20170726——有色暴涨提振金银】,http://www.zdqh.com/about/news_info.php?2103
2017-07-26,【中大期货金属(有色金属)日报20170726——工信部言论带动金属全线反弹 市场疯炒中国需求,http://www.zdqh.com/about/news_info.php?2099
2017-07-25,【中大期货金属（黄金）日报20170725——联储决议前金银震荡】,http://www.zdqh.com/about/news_info.php?2094
2017-07-25,【中大期货金属(有色金属)日报20170725——自由港印尼铜矿延长罢工 美元持续疲软 铜价震荡,http://www.zdqh.com/about/news_info.php?2091
2017-07-22,【中大期货金属(有色)周报20170724——全球经济前景喜忧参半 供需基本面好坏不一 基本金属,http://www.zdqh.com/about/news_info.php?2083
2017-07-21,【中大期货金属（黄金）日报20170721——市场倒逼欧元金银反弹】,http://www.zdqh.com/about/news_info.php?2078
2017-07-21,【中大期货金属(有色金属)日报20170721——日欧货币政策分化 全球铝日均产量有所增加 铝价,http://www.zdqh.com/about/news_info.php?2075
2017-07-20,【中大期货金属（黄金）日报20170720——美股新高金银反弹】,http://www.zdqh.com/about/news_info.php?2070
2017-07-20,【中大期货金属(有色金属)日报20170720——秘鲁铜矿罢工影响有限 中国铜产量稳步增长 铜价,http://www.zdqh.com/about/news_info.php?2067
2017-07-19,【中大期货金属（黄金）日报20170719——特朗普医改受挫金银反弹】,http://www.zdqh.com/about/news_info.php?2065
2017-07-19,【中大期货金属(有色金属)日报20170719——中国房地产市场降温 秘鲁发生地震 铜价宽幅震荡,http://www.zdqh.com/about/news_info.php?2059
